	B1	B2	B5	B8	C2	C4	E3	G1	G3	I5	J13	J15	J9	L4	M1	M5	N14	N4	O11	Q1	Q6	R2	R7	
Oarb_100499_c0_g5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0	0	0
Oarb_100510_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Oarb_100535_c0_g1	0	4	0	1	0	0	0	0	0	0	5	1	4	0	0	0	6	1	0	1	0	0	1
Oarb_100544_c0_g2	17	4	0	27	54	0	2	3	5	16	188	155	226	91	0	134	18	7	2	178	135	5	81
Oarb_100547_c0_g1	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	2	0	1	0	0	2
Oarb_100548_c0_g2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Oarb_100562_c0_g1	4	1	0	3	0	0	0	0	1	2	9	8	8	0	0	11	9	1	0	5	6	0	0
Oarb_100565_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
Oarb_100565_c1_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Oarb_100576_c0_g1	0	3	0	4	0	0	0	0	0	0	9	3	0	0	0	0	4	7	0	0	0	0	0
Oarb_100583_c0_g2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0
Oarb_100615_c0_g1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0
Oarb_100625_c1_g1	7	20	0	8	0	1	0	0	0	3	42	21	13	2	0	13	19	4	0	6	10	0	3
Oarb_100625_c1_g2	0	0	0	0	0	0	0	0	0	0	12	3	2	0	0	0	0	1	0	0	0	1	0
Oarb_100631_c0_g1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	0	0	0
Oarb_100638_c1_g1	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	3	0	1
Oarb_100640_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_100649_c0_g1	0	0	0	1	0	0	0	1	5	2	2	1	2	1	0	1	9	4	0	3	10	0	7
Oarb_100655_c1_g1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_100663_c1_g2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_100663_c1_g3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_100665_c2_g1	0	1	0	4	1	0	1	0	0	1	11	2	2	0	0	2	1	1	0	1	1	0	2
Oarb_100670_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Oarb_100671_c0_g1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0
Oarb_100674_c0_g1	3	0	0	6	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	7	0	0
Oarb_100676_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_100696_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	1	0	2	0	0	2
Oarb_100698_c0_g1	4	1	0	24	2	0	0	0	0	1	17	6	4	1	0	4	5	4	0	3	4	2	4
Oarb_100698_c1_g1	24	7	0	55	3	1	0	1	2	13	79	41	24	15	0	23	42	9	0	30	9	1	17
Oarb_100700_c1_g1	8	4	0	18	6	0	0	0	4	1	81	33	29	6	0	26	19	11	0	11	6	1	7
Oarb_100702_c0_g1	23	9	0	35	15	0	5	0	2	15	15	9	6	10	0	15	34	43	0	22	12	2	5
Oarb_100719_c3_g1	42	18	1	49	4	0	0	0	9	12	157	62	104	26	0	37	84	26	1	39	40	7	40
Oarb_100728_c0_g1	0	3	0	0	0	0	0	0	0	1	3	1	1	0	0	1	0	0	0	2	0	0	1
Oarb_100734_c0_g1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0
Oarb_100735_c0_g1	5	4	0	5	0	0	0	0	0	2	13	4	0	2	0	2	1	1	0	6	0	0	1
Oarb_10073_c0_g1	6	6	0	24	7	0	3	0	8	10	42	18	37	15	0	12	20	3	0	15	39	2	9
Oarb_100747_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Oarb_100754_c0_g1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	1	0	0	0	0	0	0
Oarb_100767_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Oarb_100790_c0_g1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	1	0	0	0
Oarb_100790_c1_g2	2	0	0	4	2	0	0	2	0	1	2	5	1	0	0	1	0	3	0	0	0	0	2
Oarb_100795_c2_g3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	1
Oarb_100799_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_100800_c0_g1	2	1	0	2	0	0	0	0	0	0	4	3	2	0	0	0	3	0	0	0	4	0	0
Oarb_100812_c0_g1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
Oarb_100813_c1_g1	0	0	0	1	0	0	0	0	0	0	3	3	3	1	0	0	2	0	0	0	1	0	0
Oarb_100827_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Oarb_100828_c1_g1	3	2	0	2	1	0	0	0	1	2	12	7	6	5	0	1	9	8	0	2	2	1	2
Oarb_100831_c0_g1	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
Oarb_100839_c1_g1	1	41	0	4	0	0	0	0	0	7	49	7	6	3	0	6	137	35	0	1	6	3	5
Oarb_100844_c1_g1	6	6	0	9	1	0	0	0	1	3	43	9	29	3	0	7	24	2	0	6	9	1	12
Oarb_100850_c0_g1	6	6	0	6	2	1	0	0	0	4	38	17	19	1	0	10	30	8	1	4	17	0	11
Oarb_100852_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Oarb_100852_c1_g1	0	0	0	1	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0
Oarb_100857_c0_g3	0	0	0	2	0	0	0	0	0	0	8	2	3	0	0	0	1	0	0	3	1	0	0
Oarb_100858_c0_g1	1	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0
Oarb_100858_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Oarb_100866_c2_g1	6	10	0	18	4	0	1	0	3	6	52	13	16	10	0	21	36	13	0	7	14	1	3
Oarb_100868_c0_g1	5	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	4	9	0	3	0	0	0
Oarb_100872_c2_g1	1	3	0	0	0	0	0	0	0	0	13	3	1	1	0	1	9	5	0	3	8	0	1
Oarb_100875_c0_g1	5	3	0	6	1	0	0	0	0	0	8	4	6	3	0	4	9	2	0	0	3	1	0
Oarb_100883_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_100884_c0_g1	3	0	0	1	0	0	0	0	0	0	22	16	18	1	0	0	3	2	0	0	3	0	3
Oarb_100911_c0_g1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Oarb_100915_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oarb_100920_c0_g1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0
Oarb_100924_c0_g1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
Oarb_100944_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7
Oarb_100947_c0_g1	12	5	0	14	1	1	3	0	5	2	22	9	9	12	0	29	21	15	0	12	12	0	9
Oarb_100963_c0_g1	0	1	0	0	0	0	0	0	0	0	4	5	3	0	0	0	1	2	0	1	0	0	1
Oarb_100970_c1_g1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2
Oarb_100990_c1_g1	1	12	0	4	2	0	1	0	1	5	45	12	16	3	0	11	32	12	0	11	27	0	4
Oarb_100990_c1_g2	0	0	0	0	0	0	0	0	0	1	4	4	2	1	0	3	1	0	0	0	4	0	0
Oarb_100998_c0_g1	0	4	0	3	1	1	0	0	0	10	8	8	1	10	0	13	27	7	0	0	0	1	12
Oarb_100998_c1_g1	3	0	0	9	0	0	0	0	0	3	9	1	3	8	0	5	7	3	0	3	0	0	3
Oarb_101052_c0_g1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
Oarb_101055_c0_g1	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	2	0	0	0	0	0	0	0
Oarb_101063_c0_g1	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	0	0
Oarb_101066_c0_g1	0	0	0	1	0	0	0	0	0	0	5	2	3	1	0	8	2	1	0	0	0	0	0
Oarb_101069_c1_g1	0	0	0	1	0	1	0	0	0	0	6	1	0	0	0	3	0	0	0	0	0	0	0
Oarb_101077_c0_g1	1	0	0	1	1	0	0	0	0	1	4	0	0	0	0	1	2	0	0	1	0	0	0
Oarb_101085_c1_g2	1	0	0	1	1	0	0	0	2	1	14	6	7	3	0	10	8	0	0	2	1	0	1
Oarb_101089_c0_g1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
Oarb_101108_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101110_c0_g1	40	2	1	56	3	0	0	1	0	3	12	10	2	9	0	17	5	6	1	27	7	0	23
Oarb_101111_c0_g2	0	1	0	1	0	0	0	0	0	1	13	0	1	1	0	0	8	2	0	1	0	0	1
Oarb_101117_c2_g1	2	3	0	9	0	0	0	1	0	1	17	9	6	3	0	10	9	4	0	2	2	1	3
Oarb_101117_c3_g2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Oarb_101119_c0_g1	3	0	0	3	1	0	0	0	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0
Oarb_101124_c0_g1	4	0	0	2	0	1	0	1	0	0	13	5	7	0	0	5	13	8	0	5	3	0	0
Oarb_101132_c1_g1	0	1	0	4	1	0	0	0	0	0	9	1	4	1	0	3	5	2	0	0	2	0	0
Oarb_101141_c0_g1	1	4	0	11	0	0	0	0	2	2	40	39	28	0	0	17	11	4	0	13	13	0	2
Oarb_101155_c1_g1	0	0	0	0	0	0	0	0	1	0	5	1	2	0	0	0	1	0	0	0	0	0	1
Oarb_101155_c2_g1	0	0	0	3	3	0	0	0	0	2	6	1	4	3	0	6	8	4	1	7	3	0	0
Oarb_101157_c0_g2	2	2	0	4	0	0	0	0	0	0	5	3	2	0	0	0	2	2	0	0	1	1	1
Oarb_101158_c1_g1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oarb_101161_c1_g1	1	0	0	0	0	0	0	0	0	0	2	1	3	0	0	2	0	0	0	1	2	0	1
Oarb_101164_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101166_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_101171_c0_g1	1	3	0	8	1	0	0	0	0	0	3	0	0	0	0	0	9	2	0	0	2	0	1
Oarb_101185_c0_g1	0	0	0	2	0	0	0	0	0	0	6	0	2	0	0	0	3	1	0	0	0	0	0
Oarb_101196_c0_g1	1	0	0	3	0	0	0	0	0	1	10	2	5	0	0	1	1	0	0	1	3	0	1
Oarb_101202_c0_g1	6	0	0	6	0	0	0	0	0	0	5	4	3	2	0	21	4	0	0	0	2	0	0
Oarb_101204_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Oarb_101222_c0_g1	1	0	0	3	1	0	0	0	0	2	1	1	3	1	0	2	0	0	0	2	1	1	2
Oarb_101223_c0_g1	0	0	0	2	0	0	0	0	0	0	8	9	3	3	0	3	4	4	0	7	5	0	2
Oarb_101225_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_101227_c2_g1	0	0	0	0	0	0	0	0	0	0	20	7	4	0	0	1	0	0	1	2	4	3	1
Oarb_101227_c3_g1	3	14	0	11	1	0	0	0	1	10	11	6	2	0	1	5	50	17	0	9	8	1	4
Oarb_101228_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	1	1	0	0
Oarb_101228_c1_g2	2	1	0	10	8	1	0	1	0	2	20	11	12	2	0	3	3	2	1	14	15	0	0
Oarb_101248_c1_g1	0	4	0	1	0	0	0	0	0	1	1	1	0	1	0	1	4	8	1	4	0	0	2
Oarb_101258_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_101268_c0_g1	0	4	0	5	1	0	1	0	0	2	2	3	0	2	0	10	9	2	0	2	0	0	0
Oarb_101279_c4_g1	5	0	0	9	1	0	0	0	1	0	10	2	1	0	0	0	6	1	0	1	1	0	0
Oarb_101285_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1
Oarb_101292_c0_g1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Oarb_101296_c0_g1	1	0	0	2	0	0	0	0	0	0	3	0	1	1	0	0	2	0	0	0	0	0	0
Oarb_101298_c0_g1	0	2	0	1	3	0	1	0	1	3	17	3	4	1	0	2	4	1	0	2	0	0	0
Oarb_101302_c0_g1	4	7	0	2	5	0	1	1	12	2	34	13	10	4	0	17	15	6	0	36	24	0	9
Oarb_101306_c0_g1	0	1	0	3	0	0	0	0	0	1	5	0	0	1	0	1	2	1	0	0	2	1	0
Oarb_101307_c0_g2	2	1	0	15	1	0	0	0	1	1	8	7	6	3	0	10	5	2	0	0	10	0	1
Oarb_101308_c6_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Oarb_101334_c2_g1	5	3	0	6	3	0	0	0	1	3	28	6	11	6	0	9	32	4	0	8	5	0	4
Oarb_101353_c1_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
Oarb_101360_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Oarb_101373_c0_g1	0	0	0	1	1	0	0	0	0	0	4	2	2	3	0	7	2	3	0	1	0	0	1
Oarb_101384_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Oarb_101388_c0_g1	0	2	0	1	0	0	0	0	0	1	4	3	3	0	0	1	0	0	0	0	0	0	0
Oarb_101388_c0_g2	10	3	1	11	1	1	0	0	3	3	80	47	59	8	0	12	19	6	0	14	25	0	0
Oarb_101390_c0_g1	0	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0
Oarb_101409_c0_g1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0
Oarb_101409_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oarb_101409_c1_g2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0
Oarb_101414_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Oarb_101424_c0_g1	12	3	0	23	3	1	0	0	0	6	40	31	38	10	0	11	17	4	0	12	12	0	6
Oarb_101426_c0_g1	0	0	0	0	0	0	0	0	1	0	4	3	1	0	0	2	3	0	0	1	1	0	0
Oarb_101433_c2_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101433_c2_g2	0	0	0	2	0	0	0	0	0	0	8	2	1	0	0	1	4	0	0	0	2	0	0
Oarb_101435_c0_g1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0
Oarb_101440_c0_g2	0	4	0	1	0	0	0	0	0	0	16	16	15	0	0	2	14	5	0	2	0	0	0
Oarb_101442_c3_g1	0	0	0	0	0	0	0	0	0	0	6	3	0	1	0	0	2	2	0	0	2	0	0
Oarb_101442_c3_g3	2	0	0	4	1	0	0	0	1	3	5	4	2	1	0	3	2	1	0	1	1	0	1
Oarb_101443_c3_g1	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101447_c0_g1	1	0	0	2	1	0	0	0	0	0	8	2	2	0	0	2	7	3	0	4	5	0	2
Oarb_101461_c6_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
Oarb_101473_c0_g1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Oarb_101476_c0_g1	0	0	0	0	0	0	1	0	0	0	7	5	1	0	0	0	3	0	0	1	1	0	3
Oarb_101490_c0_g1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101507_c0_g2	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	1	0	0
Oarb_101513_c2_g1	0	0	1	3	0	0	0	0	0	2	12	3	5	0	0	1	5	1	0	1	2	0	0
Oarb_101516_c1_g2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101564_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Oarb_101571_c1_g1	1	1	0	2	0	0	0	0	0	0	4	4	0	0	0	0	2	0	0	0	1	0	1
Oarb_101575_c0_g1	1	1	0	1	0	0	0	0	0	2	1	1	1	1	0	0	3	1	0	1	1	0	1
Oarb_101581_c4_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_101584_c0_g1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	3	0	0	1	2	0	0
Oarb_101585_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Oarb_101589_c0_g1	0	0	0	1	0	0	0	0	0	1	4	0	0	1	0	0	2	0	0	0	0	0	0
Oarb_101614_c2_g1	3	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	3	2	0	3	1	0	1
Oarb_101615_c0_g2	21	4	0	32	3	0	1	0	0	6	26	8	6	10	0	14	16	4	0	8	13	1	4
Oarb_101630_c1_g1	2	11	0	13	4	0	2	0	6	7	45	25	14	6	0	16	52	28	0	13	14	6	5
Oarb_101630_c1_g2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0
Oarb_101647_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oarb_101655_c1_g1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Oarb_101658_c3_g2	3	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	1	3	0	0	1	0	0
Oarb_101659_c3_g1	1	1	0	0	0	0	0	0	0	0	5	2	1	2	0	2	0	2	0	1	0	0	2
Oarb_101669_c0_g1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oarb_101670_c0_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Oarb_101671_c3_g1	3	0	0	2	2	0	0	0	2	5	7	0	0	0	0	0	6	3	0	4	1	1	4
Oarb_101672_c1_g1	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0
Oarb_101684_c1_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_101684_c2_g1	0	0	0	3	0	0	0	0	0	1	11	2	2	0	0	1	3	0	0	0	4	0	0
Oarb_101687_c0_g1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
Oarb_101729_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Oarb_101730_c0_g1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Oarb_101736_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oarb_101738_c4_g2	10	4	0	13	5	0	2	0	0	5	28	20	12	4	0	4	11	7	0	3	0	0	7
Oarb_101749_c0_g1	0	0	0	1	0	0	0	0	0	1	6	2	4	0	0	0	2	1	0	0	0	0	1
Oarb_101749_c0_g2	7	1	0	24	0	0	0	0	1	3	6	4	1	3	0	12	15	10	0	1	5	0	3
Oarb_101749_c0_g4	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	1	1	1	0	1
Oarb_101756_c0_g1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1
Oarb_101762_c0_g1	10	4	0	33	11	0	0	0	3	7	23	7	10	13	0	17	21	16	1	9	6	0	4
Oarb_101763_c0_g1	12	2	0	16	2	0	2	0	2	4	84	52	26	9	0	14	19	7	0	25	18	0	14
Oarb_101765_c1_g1	0	0	0	1	0	0	0	0	0	1	2	5	1	0	0	0	0	0	0	0	0	0	0
